death_date,death_weekday,death_week_ending,age_elderly,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2022-12-25,Sunday,2022-12-25,70-79,3,0.7976,1.1429,0.3039
2022-12-25,Sunday,2022-12-25,80+,8,4.0708,5.7143,2.9077
2022-12-24,Saturday,2022-12-25,<60,1,0.0265,0.5714,0.0151
2022-12-24,Saturday,2022-12-25,60-69,0,0,0.5714,0.1018
2022-12-24,Saturday,2022-12-25,70-79,0,0,0.8571,0.2279
2022-12-24,Saturday,2022-12-25,80+,6,3.0531,5.5714,2.835
2022-12-23,Friday,2022-12-25,<60,2,0.0529,0.4286,0.0113
2022-12-23,Friday,2022-12-25,60-69,0,0,0.5714,0.1018
2022-12-23,Friday,2022-12-25,70-79,1,0.2659,1,0.2659
2022-12-23,Friday,2022-12-25,80+,6,3.0531,5.5714,2.835
2022-12-22,Thursday,2022-12-25,<60,0,0,0.1429,0.0038
2022-12-22,Thursday,2022-12-25,60-69,1,0.1781,0.5714,0.1018
2022-12-22,Thursday,2022-12-25,70-79,1,0.2659,0.8571,0.2279
2022-12-22,Thursday,2022-12-25,80+,3,1.5265,5,2.5442
2022-12-21,Wednesday,2022-12-25,<60,0,0,0.1429,0.0038
2022-12-21,Wednesday,2022-12-25,60-69,0,0,0.4286,0.0763
2022-12-21,Wednesday,2022-12-25,70-79,2,0.5317,0.8571,0.2279
2022-12-21,Wednesday,2022-12-25,80+,5,2.5442,5.4286,2.7623
2022-12-20,Tuesday,2022-12-25,<60,0,0,0.4286,0.0113
2022-12-20,Tuesday,2022-12-25,60-69,0,0,0.5714,0.1018
2022-12-20,Tuesday,2022-12-25,70-79,0,0,0.5714,0.1519
2022-12-20,Tuesday,2022-12-25,80+,7,3.5619,5.1429,2.6169
2022-12-19,Monday,2022-12-25,<60,1,0.0265,0.4286,0.0113
2022-12-19,Monday,2022-12-25,60-69,2,0.3562,0.5714,0.1018
2022-12-19,Monday,2022-12-25,70-79,1,0.2659,0.5714,0.1519
2022-12-19,Monday,2022-12-25,80+,5,2.5442,5.4286,2.7623
2022-12-18,Sunday,2022-12-18,<60,0,0,0.5714,0.0151
2022-12-18,Sunday,2022-12-18,60-69,1,0.1781,0.2857,0.0509
2022-12-18,Sunday,2022-12-18,70-79,1,0.2659,0.7143,0.1899
2022-12-18,Sunday,2022-12-18,80+,7,3.5619,5.5714,2.835
2022-12-17,Saturday,2022-12-18,<60,0,0,0.5714,0.0151
2022-12-17,Saturday,2022-12-18,60-69,0,0,0.1429,0.0254
2022-12-17,Saturday,2022-12-18,70-79,1,0.2659,0.7143,0.1899
2022-12-17,Saturday,2022-12-18,80+,6,3.0531,4.8571,2.4715
2022-12-16,Friday,2022-12-18,<60,0,0,0.7143,0.0189
2022-12-16,Friday,2022-12-18,60-69,0,0,0.1429,0.0254
2022-12-16,Friday,2022-12-18,70-79,0,0,0.7143,0.1899
2022-12-16,Friday,2022-12-18,80+,2,1.0177,4.2857,2.1808
2022-12-15,Thursday,2022-12-18,<60,0,0,0.7143,0.0189
2022-12-15,Thursday,2022-12-18,60-69,0,0,0.2857,0.0509
2022-12-15,Thursday,2022-12-18,70-79,1,0.2659,0.7143,0.1899
2022-12-15,Thursday,2022-12-18,80+,6,3.0531,4.7143,2.3988
2022-12-14,Wednesday,2022-12-18,<60,2,0.0529,1,0.0265
2022-12-14,Wednesday,2022-12-18,60-69,1,0.1781,0.5714,0.1018
2022-12-14,Wednesday,2022-12-18,70-79,0,0,1,0.2659
2022-12-14,Wednesday,2022-12-18,80+,3,1.5265,4.4286,2.2535
2022-12-13,Tuesday,2022-12-18,<60,0,0,0.7143,0.0189
2022-12-13,Tuesday,2022-12-18,60-69,0,0,0.4286,0.0763
2022-12-13,Tuesday,2022-12-18,70-79,0,0,1,0.2659
2022-12-13,Tuesday,2022-12-18,80+,9,4.5796,4.2857,2.1808
2022-12-12,Monday,2022-12-18,<60,2,0.0529,0.7143,0.0189
2022-12-12,Monday,2022-12-18,60-69,0,0,0.4286,0.0763
2022-12-12,Monday,2022-12-18,70-79,2,0.5317,1.4286,0.3798
2022-12-12,Monday,2022-12-18,80+,6,3.0531,3.4286,1.7446
2022-12-11,Sunday,2022-12-11,<60,0,0,0.4286,0.0113
2022-12-11,Sunday,2022-12-11,60-69,0,0,0.4286,0.0763
2022-12-11,Sunday,2022-12-11,70-79,1,0.2659,1.1429,0.3039
2022-12-11,Sunday,2022-12-11,80+,2,1.0177,3.1429,1.5992
2022-12-10,Saturday,2022-12-11,<60,1,0.0265,0.4286,0.0113
2022-12-10,Saturday,2022-12-11,60-69,0,0,0.5714,0.1018
2022-12-10,Saturday,2022-12-11,70-79,1,0.2659,1.1429,0.3039
2022-12-10,Saturday,2022-12-11,80+,2,1.0177,3.2857,1.6719
2022-12-09,Friday,2022-12-11,<60,0,0,0.2857,0.0076
2022-12-09,Friday,2022-12-11,60-69,1,0.1781,0.5714,0.1018
2022-12-09,Friday,2022-12-11,70-79,0,0,1,0.2659
2022-12-09,Friday,2022-12-11,80+,5,2.5442,3.5714,1.8173
2022-12-08,Thursday,2022-12-11,<60,2,0.0529,0.4286,0.0113
2022-12-08,Thursday,2022-12-11,60-69,2,0.3562,0.4286,0.0763
2022-12-08,Thursday,2022-12-11,70-79,3,0.7976,1.1429,0.3039
2022-12-08,Thursday,2022-12-11,80+,4,2.0354,3,1.5265
2022-12-07,Wednesday,2022-12-11,<60,0,0,0.1429,0.0038
2022-12-07,Wednesday,2022-12-11,60-69,0,0,0.1429,0.0254
2022-12-07,Wednesday,2022-12-11,70-79,0,0,0.7143,0.1899
2022-12-07,Wednesday,2022-12-11,80+,2,1.0177,2.7143,1.3812
2022-12-06,Tuesday,2022-12-11,<60,0,0,0.4286,0.0113
2022-12-06,Tuesday,2022-12-11,60-69,0,0,0.1429,0.0254
2022-12-06,Tuesday,2022-12-11,70-79,3,0.7976,0.7143,0.1899
2022-12-06,Tuesday,2022-12-11,80+,3,1.5265,2.8571,1.4538
2022-12-05,Monday,2022-12-11,<60,0,0,0.4286,0.0113
2022-12-05,Monday,2022-12-11,60-69,0,0,0.2857,0.0509
2022-12-05,Monday,2022-12-11,70-79,0,0,0.2857,0.076
2022-12-05,Monday,2022-12-11,80+,4,2.0354,2.8571,1.4538
2022-12-04,Sunday,2022-12-04,<60,0,0,0.4286,0.0113
2022-12-04,Sunday,2022-12-04,60-69,1,0.1781,0.2857,0.0509
2022-12-04,Sunday,2022-12-04,70-79,1,0.2659,0.5714,0.1519
2022-12-04,Sunday,2022-12-04,80+,3,1.5265,2.8571,1.4538
2022-12-03,Saturday,2022-12-04,<60,0,0,0.4286,0.0113
2022-12-03,Saturday,2022-12-04,60-69,0,0,0.4286,0.0763
2022-12-03,Saturday,2022-12-04,70-79,0,0,0.7143,0.1899
2022-12-03,Saturday,2022-12-04,80+,4,2.0354,2.8571,1.4538
2022-12-02,Friday,2022-12-04,<60,1,0.0265,0.4286,0.0113
2022-12-02,Friday,2022-12-04,60-69,0,0,0.4286,0.0763
2022-12-02,Friday,2022-12-04,70-79,1,0.2659,0.7143,0.1899
2022-12-02,Friday,2022-12-04,80+,1,0.5088,3,1.5265
2022-12-01,Thursday,2022-12-04,<60,0,0,0.2857,0.0076
2022-12-01,Thursday,2022-12-04,60-69,0,0,0.5714,0.1018
2022-12-01,Thursday,2022-12-04,70-79,0,0,1,0.2659
2022-12-01,Thursday,2022-12-04,80+,2,1.0177,3,1.5265
2022-11-30,Wednesday,2022-12-04,<60,2,0.0529,0.2857,0.0076
2022-11-30,Wednesday,2022-12-04,60-69,0,0,0.8571,0.1526
2022-11-30,Wednesday,2022-12-04,70-79,0,0,1,0.2659
2022-11-30,Wednesday,2022-12-04,80+,3,1.5265,2.8571,1.4538
2022-11-29,Tuesday,2022-12-04,<60,0,0,0.1429,0.0038
2022-11-29,Tuesday,2022-12-04,60-69,1,0.1781,0.8571,0.1526
2022-11-29,Tuesday,2022-12-04,70-79,0,0,1,0.2659
2022-11-29,Tuesday,2022-12-04,80+,3,1.5265,2.7143,1.3812
2022-11-28,Monday,2022-12-04,<60,0,0,0.2857,0.0076
2022-11-28,Monday,2022-12-04,60-69,0,0,0.8571,0.1526
2022-11-28,Monday,2022-12-04,70-79,2,0.5317,1.1429,0.3039
2022-11-28,Monday,2022-12-04,80+,4,2.0354,3,1.5265
2022-11-27,Sunday,2022-11-27,<60,0,0,0.4286,0.0113
2022-11-27,Sunday,2022-11-27,60-69,2,0.3562,0.8571,0.1526
2022-11-27,Sunday,2022-11-27,70-79,2,0.5317,1.1429,0.3039
2022-11-27,Sunday,2022-11-27,80+,3,1.5265,3,1.5265
2022-11-26,Saturday,2022-11-27,<60,0,0,0.4286,0.0113
2022-11-26,Saturday,2022-11-27,60-69,0,0,0.8571,0.1526
2022-11-26,Saturday,2022-11-27,70-79,0,0,0.8571,0.2279
2022-11-26,Saturday,2022-11-27,80+,5,2.5442,2.5714,1.3085
2022-11-25,Friday,2022-11-27,<60,0,0,0.4286,0.0113
2022-11-25,Friday,2022-11-27,60-69,1,0.1781,1,0.1781
2022-11-25,Friday,2022-11-27,70-79,3,0.7976,1,0.2659
2022-11-25,Friday,2022-11-27,80+,1,0.5088,2,1.0177
2022-11-24,Thursday,2022-11-27,<60,0,0,0.5714,0.0151
2022-11-24,Thursday,2022-11-27,60-69,2,0.3562,1,0.1781
2022-11-24,Thursday,2022-11-27,70-79,0,0,1,0.2659
2022-11-24,Thursday,2022-11-27,80+,1,0.5088,1.8571,0.945
2022-11-23,Wednesday,2022-11-27,<60,1,0.0265,0.5714,0.0151
2022-11-23,Wednesday,2022-11-27,60-69,0,0,0.8571,0.1526
2022-11-23,Wednesday,2022-11-27,70-79,0,0,1.1429,0.3039
2022-11-23,Wednesday,2022-11-27,80+,2,1.0177,2.4286,1.2358
2022-11-22,Tuesday,2022-11-27,<60,1,0.0265,0.4286,0.0113
2022-11-22,Tuesday,2022-11-27,60-69,1,0.1781,0.8571,0.1526
2022-11-22,Tuesday,2022-11-27,70-79,1,0.2659,1.1429,0.3039
2022-11-22,Tuesday,2022-11-27,80+,5,2.5442,2.2857,1.1631
2022-11-21,Monday,2022-11-27,<60,1,0.0265,0.2857,0.0076
2022-11-21,Monday,2022-11-27,60-69,0,0,0.7143,0.1272
2022-11-21,Monday,2022-11-27,70-79,2,0.5317,1.2857,0.3418
2022-11-21,Monday,2022-11-27,80+,4,2.0354,2.2857,1.1631
2022-11-20,Sunday,2022-11-20,<60,0,0,0.1429,0.0038
2022-11-20,Sunday,2022-11-20,60-69,2,0.3562,1,0.1781
2022-11-20,Sunday,2022-11-20,70-79,0,0,1,0.2659
2022-11-20,Sunday,2022-11-20,80+,0,0,2.1429,1.0904
2022-11-19,Saturday,2022-11-20,<60,0,0,0.1429,0.0038
2022-11-19,Saturday,2022-11-20,60-69,1,0.1781,1,0.1781
2022-11-19,Saturday,2022-11-20,70-79,1,0.2659,1.5714,0.4178
2022-11-19,Saturday,2022-11-20,80+,1,0.5088,2.8571,1.4538
2022-11-18,Friday,2022-11-20,<60,1,0.0265,0.1429,0.0038
2022-11-18,Friday,2022-11-20,60-69,1,0.1781,0.8571,0.1526
2022-11-18,Friday,2022-11-20,70-79,3,0.7976,1.4286,0.3798
2022-11-18,Friday,2022-11-20,80+,0,0,3,1.5265
2022-11-17,Thursday,2022-11-20,<60,0,0,0.2857,0.0076
2022-11-17,Thursday,2022-11-20,60-69,1,0.1781,0.7143,0.1272
2022-11-17,Thursday,2022-11-20,70-79,1,0.2659,1,0.2659
2022-11-17,Thursday,2022-11-20,80+,5,2.5442,4,2.0354
2022-11-16,Wednesday,2022-11-20,<60,0,0,0.2857,0.0076
2022-11-16,Wednesday,2022-11-20,60-69,0,0,0.5714,0.1018
2022-11-16,Wednesday,2022-11-20,70-79,0,0,1.1429,0.3039
2022-11-16,Wednesday,2022-11-20,80+,1,0.5088,3.5714,1.8173
2022-11-15,Tuesday,2022-11-20,<60,0,0,0.2857,0.0076
2022-11-15,Tuesday,2022-11-20,60-69,0,0,0.5714,0.1018
2022-11-15,Tuesday,2022-11-20,70-79,2,0.5317,1.4286,0.3798
2022-11-15,Tuesday,2022-11-20,80+,5,2.5442,3.8571,1.9627
2022-11-14,Monday,2022-11-20,<60,0,0,0.5714,0.0151
2022-11-14,Monday,2022-11-20,60-69,2,0.3562,0.5714,0.1018
2022-11-14,Monday,2022-11-20,70-79,0,0,1.1429,0.3039
2022-11-14,Monday,2022-11-20,80+,3,1.5265,3.1429,1.5992
2022-11-13,Sunday,2022-11-13,<60,0,0,0.7143,0.0189
2022-11-13,Sunday,2022-11-13,60-69,2,0.3562,0.4286,0.0763
2022-11-13,Sunday,2022-11-13,70-79,4,1.0635,1.2857,0.3418
2022-11-13,Sunday,2022-11-13,80+,5,2.5442,3,1.5265
2022-11-12,Saturday,2022-11-13,<60,0,0,1,0.0265
2022-11-12,Saturday,2022-11-13,60-69,0,0,0.1429,0.0254
2022-11-12,Saturday,2022-11-13,70-79,0,0,1.1429,0.3039
2022-11-12,Saturday,2022-11-13,80+,2,1.0177,2.7143,1.3812
2022-11-11,Friday,2022-11-13,<60,2,0.0529,1,0.0265
2022-11-11,Friday,2022-11-13,60-69,0,0,0.1429,0.0254
2022-11-11,Friday,2022-11-13,70-79,0,0,1.1429,0.3039
2022-11-11,Friday,2022-11-13,80+,7,3.5619,3,1.5265
2022-11-10,Thursday,2022-11-13,<60,0,0,0.7143,0.0189
2022-11-10,Thursday,2022-11-13,60-69,0,0,0.1429,0.0254
2022-11-10,Thursday,2022-11-13,70-79,2,0.5317,1.1429,0.3039
2022-11-10,Thursday,2022-11-13,80+,2,1.0177,2.1429,1.0904
2022-11-09,Wednesday,2022-11-13,<60,0,0,0.7143,0.0189
2022-11-09,Wednesday,2022-11-13,60-69,0,0,0.1429,0.0254
2022-11-09,Wednesday,2022-11-13,70-79,2,0.5317,1.1429,0.3039
2022-11-09,Wednesday,2022-11-13,80+,3,1.5265,2.4286,1.2358
2022-11-08,Tuesday,2022-11-13,<60,2,0.0529,0.7143,0.0189
2022-11-08,Tuesday,2022-11-13,60-69,0,0,0.2857,0.0509
2022-11-08,Tuesday,2022-11-13,70-79,0,0,1.2857,0.3418
2022-11-08,Tuesday,2022-11-13,80+,0,0,2.8571,1.4538
2022-11-07,Monday,2022-11-13,<60,1,0.0265,0.5714,0.0151
2022-11-07,Monday,2022-11-13,60-69,1,0.1781,0.2857,0.0509
2022-11-07,Monday,2022-11-13,70-79,1,0.2659,1.5714,0.4178
2022-11-07,Monday,2022-11-13,80+,2,1.0177,3.4286,1.7446
2022-11-06,Sunday,2022-11-06,<60,2,0.0529,0.4286,0.0113
2022-11-06,Sunday,2022-11-06,60-69,0,0,0.1429,0.0254
2022-11-06,Sunday,2022-11-06,70-79,3,0.7976,1.5714,0.4178
2022-11-06,Sunday,2022-11-06,80+,3,1.5265,3.5714,1.8173
2022-11-05,Saturday,2022-11-06,<60,0,0,0.1429,0.0038
2022-11-05,Saturday,2022-11-06,60-69,0,0,0.1429,0.0254
2022-11-05,Saturday,2022-11-06,70-79,0,0,1.1429,0.3039
2022-11-05,Saturday,2022-11-06,80+,4,2.0354,3.2857,1.6719
2022-11-04,Friday,2022-11-06,<60,0,0,0.2857,0.0076
2022-11-04,Friday,2022-11-06,60-69,0,0,0.1429,0.0254
2022-11-04,Friday,2022-11-06,70-79,0,0,1.1429,0.3039
2022-11-04,Friday,2022-11-06,80+,1,0.5088,3,1.5265
2022-11-03,Thursday,2022-11-06,<60,0,0,0.2857,0.0076
2022-11-03,Thursday,2022-11-06,60-69,0,0,0.1429,0.0254
2022-11-03,Thursday,2022-11-06,70-79,2,0.5317,1.1429,0.3039
2022-11-03,Thursday,2022-11-06,80+,4,2.0354,3.1429,1.5992
2022-11-02,Wednesday,2022-11-06,<60,0,0,0.2857,0.0076
2022-11-02,Wednesday,2022-11-06,60-69,1,0.1781,0.1429,0.0254
2022-11-02,Wednesday,2022-11-06,70-79,3,0.7976,1,0.2659
2022-11-02,Wednesday,2022-11-06,80+,6,3.0531,3,1.5265
2022-11-01,Tuesday,2022-11-06,<60,1,0.0265,0.2857,0.0076
2022-11-01,Tuesday,2022-11-06,60-69,0,0,0,0
2022-11-01,Tuesday,2022-11-06,70-79,2,0.5317,0.5714,0.1519
2022-11-01,Tuesday,2022-11-06,80+,4,2.0354,2.4286,1.2358
2022-10-31,Monday,2022-11-06,<60,0,0,0.1429,0.0038
2022-10-31,Monday,2022-11-06,60-69,0,0,0.1429,0.0254
2022-10-31,Monday,2022-11-06,70-79,1,0.2659,0.4286,0.1139
2022-10-31,Monday,2022-11-06,80+,3,1.5265,2,1.0177
2022-10-30,Sunday,2022-10-30,<60,0,0,0.2857,0.0076
2022-10-30,Sunday,2022-10-30,60-69,0,0,0.1429,0.0254
2022-10-30,Sunday,2022-10-30,70-79,0,0,0.2857,0.076
2022-10-30,Sunday,2022-10-30,80+,1,0.5088,1.5714,0.7996
2022-10-29,Saturday,2022-10-30,<60,1,0.0265,0.4286,0.0113
2022-10-29,Saturday,2022-10-30,60-69,0,0,0.1429,0.0254
2022-10-29,Saturday,2022-10-30,70-79,0,0,0.2857,0.076
2022-10-29,Saturday,2022-10-30,80+,2,1.0177,1.5714,0.7996
2022-10-28,Friday,2022-10-30,<60,0,0,0.2857,0.0076
2022-10-28,Friday,2022-10-30,60-69,0,0,0.1429,0.0254
2022-10-28,Friday,2022-10-30,70-79,0,0,0.2857,0.076
2022-10-28,Friday,2022-10-30,80+,2,1.0177,1.5714,0.7996
2022-10-27,Thursday,2022-10-30,<60,0,0,0.2857,0.0076
2022-10-27,Thursday,2022-10-30,60-69,0,0,0.1429,0.0254
2022-10-27,Thursday,2022-10-30,70-79,1,0.2659,0.2857,0.076
2022-10-27,Thursday,2022-10-30,80+,3,1.5265,1.5714,0.7996
2022-10-26,Wednesday,2022-10-30,<60,0,0,0.2857,0.0076
2022-10-26,Wednesday,2022-10-30,60-69,0,0,0.1429,0.0254
2022-10-26,Wednesday,2022-10-30,70-79,0,0,0.1429,0.038
2022-10-26,Wednesday,2022-10-30,80+,2,1.0177,1.2857,0.6542
2022-10-25,Tuesday,2022-10-30,<60,0,0,0.2857,0.0076
2022-10-25,Tuesday,2022-10-30,60-69,1,0.1781,0.1429,0.0254
2022-10-25,Tuesday,2022-10-30,70-79,1,0.2659,0.2857,0.076
2022-10-25,Tuesday,2022-10-30,80+,1,0.5088,1.1429,0.5815
2022-10-24,Monday,2022-10-30,<60,1,0.0265,0.2857,0.0076
2022-10-24,Monday,2022-10-30,60-69,0,0,0,0
2022-10-24,Monday,2022-10-30,70-79,0,0,0.2857,0.076
2022-10-24,Monday,2022-10-30,80+,0,0,1.2857,0.6542
2022-10-23,Sunday,2022-10-23,<60,1,0.0265,0.2857,0.0076
2022-10-23,Sunday,2022-10-23,60-69,0,0,0,0
2022-10-23,Sunday,2022-10-23,70-79,0,0,0.2857,0.076
2022-10-23,Sunday,2022-10-23,80+,1,0.5088,1.7143,0.8723
2022-10-22,Saturday,2022-10-23,<60,0,0,0.1429,0.0038
2022-10-22,Saturday,2022-10-23,60-69,0,0,0,0
2022-10-22,Saturday,2022-10-23,70-79,0,0,0.2857,0.076
2022-10-22,Saturday,2022-10-23,80+,2,1.0177,1.7143,0.8723
2022-10-21,Friday,2022-10-23,<60,0,0,0.1429,0.0038
2022-10-21,Friday,2022-10-23,60-69,0,0,0.1429,0.0254
2022-10-21,Friday,2022-10-23,70-79,0,0,0.2857,0.076
2022-10-21,Friday,2022-10-23,80+,2,1.0177,1.5714,0.7996
2022-10-20,Thursday,2022-10-23,<60,0,0,0.1429,0.0038
2022-10-20,Thursday,2022-10-23,60-69,0,0,0.1429,0.0254
2022-10-20,Thursday,2022-10-23,70-79,0,0,0.4286,0.1139
2022-10-20,Thursday,2022-10-23,80+,1,0.5088,1.4286,0.7269
2022-10-19,Wednesday,2022-10-23,<60,0,0,0.2857,0.0076
2022-10-19,Wednesday,2022-10-23,60-69,0,0,0.2857,0.0509
2022-10-19,Wednesday,2022-10-23,70-79,1,0.2659,0.4286,0.1139
2022-10-19,Wednesday,2022-10-23,80+,1,0.5088,1.7143,0.8723
2022-10-18,Tuesday,2022-10-23,<60,0,0,0.2857,0.0076
2022-10-18,Tuesday,2022-10-23,60-69,0,0,0.2857,0.0509
2022-10-18,Tuesday,2022-10-23,70-79,1,0.2659,0.2857,0.076
2022-10-18,Tuesday,2022-10-23,80+,2,1.0177,1.8571,0.945
2022-10-17,Monday,2022-10-23,<60,1,0.0265,0.2857,0.0076
2022-10-17,Monday,2022-10-23,60-69,0,0,0.2857,0.0509
2022-10-17,Monday,2022-10-23,70-79,0,0,0.1429,0.038
2022-10-17,Monday,2022-10-23,80+,3,1.5265,1.5714,0.7996
2022-10-16,Sunday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-16,Sunday,2022-10-16,60-69,0,0,0.2857,0.0509
2022-10-16,Sunday,2022-10-16,70-79,0,0,0.4286,0.1139
2022-10-16,Sunday,2022-10-16,80+,1,0.5088,1.5714,0.7996
2022-10-15,Saturday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-15,Saturday,2022-10-16,60-69,1,0.1781,0.2857,0.0509
2022-10-15,Saturday,2022-10-16,70-79,0,0,0.4286,0.1139
2022-10-15,Saturday,2022-10-16,80+,1,0.5088,1.5714,0.7996
2022-10-14,Friday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-14,Friday,2022-10-16,60-69,0,0,0.2857,0.0509
2022-10-14,Friday,2022-10-16,70-79,1,0.2659,0.4286,0.1139
2022-10-14,Friday,2022-10-16,80+,1,0.5088,1.4286,0.7269
2022-10-13,Thursday,2022-10-16,<60,1,0.0265,0.2857,0.0076
2022-10-13,Thursday,2022-10-16,60-69,1,0.1781,0.2857,0.0509
2022-10-13,Thursday,2022-10-16,70-79,0,0,0.4286,0.1139
2022-10-13,Thursday,2022-10-16,80+,3,1.5265,1.2857,0.6542
2022-10-12,Wednesday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-12,Wednesday,2022-10-16,60-69,0,0,0.2857,0.0509
2022-10-12,Wednesday,2022-10-16,70-79,0,0,0.4286,0.1139
2022-10-12,Wednesday,2022-10-16,80+,2,1.0177,1.2857,0.6542
2022-10-11,Tuesday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-11,Tuesday,2022-10-16,60-69,0,0,0.2857,0.0509
2022-10-11,Tuesday,2022-10-16,70-79,0,0,0.7143,0.1899
2022-10-11,Tuesday,2022-10-16,80+,0,0,1.4286,0.7269
2022-10-10,Monday,2022-10-16,<60,0,0,0.1429,0.0038
2022-10-10,Monday,2022-10-16,60-69,0,0,0.2857,0.0509
2022-10-10,Monday,2022-10-16,70-79,2,0.5317,0.7143,0.1899
2022-10-10,Monday,2022-10-16,80+,3,1.5265,1.5714,0.7996
2022-10-09,Sunday,2022-10-09,<60,0,0,0.1429,0.0038
2022-10-09,Sunday,2022-10-09,60-69,0,0,0.2857,0.0509
2022-10-09,Sunday,2022-10-09,70-79,0,0,0.5714,0.1519
2022-10-09,Sunday,2022-10-09,80+,1,0.5088,1.4286,0.7269
2022-10-08,Saturday,2022-10-09,<60,0,0,0.1429,0.0038
2022-10-08,Saturday,2022-10-09,60-69,1,0.1781,0.2857,0.0509
2022-10-08,Saturday,2022-10-09,70-79,0,0,0.5714,0.1519
2022-10-08,Saturday,2022-10-09,80+,0,0,1.5714,0.7996
2022-10-07,Friday,2022-10-09,<60,1,0.0265,0.1429,0.0038
2022-10-07,Friday,2022-10-09,60-69,0,0,0.1429,0.0254
2022-10-07,Friday,2022-10-09,70-79,1,0.2659,0.5714,0.1519
2022-10-07,Friday,2022-10-09,80+,0,0,2.2857,1.1631
2022-10-06,Thursday,2022-10-09,<60,0,0,0,0
2022-10-06,Thursday,2022-10-09,60-69,1,0.1781,0.1429,0.0254
2022-10-06,Thursday,2022-10-09,70-79,0,0,0.4286,0.1139
2022-10-06,Thursday,2022-10-09,80+,3,1.5265,2.2857,1.1631
2022-10-05,Wednesday,2022-10-09,<60,0,0,0,0
2022-10-05,Wednesday,2022-10-09,60-69,0,0,0,0
2022-10-05,Wednesday,2022-10-09,70-79,2,0.5317,0.4286,0.1139
2022-10-05,Wednesday,2022-10-09,80+,3,1.5265,2.1429,1.0904
2022-10-04,Tuesday,2022-10-09,<60,0,0,0.1429,0.0038
2022-10-04,Tuesday,2022-10-09,60-69,0,0,0,0
2022-10-04,Tuesday,2022-10-09,70-79,0,0,0.2857,0.076
2022-10-04,Tuesday,2022-10-09,80+,1,0.5088,2.1429,1.0904
2022-10-03,Monday,2022-10-09,<60,0,0,0.2857,0.0076
2022-10-03,Monday,2022-10-09,60-69,0,0,0.1429,0.0254
2022-10-03,Monday,2022-10-09,70-79,1,0.2659,0.2857,0.076
2022-10-03,Monday,2022-10-09,80+,2,1.0177,2,1.0177
2022-10-02,Sunday,2022-10-02,<60,0,0,0.4286,0.0113
2022-10-02,Sunday,2022-10-02,60-69,0,0,0.1429,0.0254
2022-10-02,Sunday,2022-10-02,70-79,0,0,0.1429,0.038
2022-10-02,Sunday,2022-10-02,80+,2,1.0177,1.8571,0.945
2022-10-01,Saturday,2022-10-02,<60,0,0,0.4286,0.0113
2022-10-01,Saturday,2022-10-02,60-69,0,0,0.1429,0.0254
2022-10-01,Saturday,2022-10-02,70-79,0,0,0.1429,0.038
2022-10-01,Saturday,2022-10-02,80+,5,2.5442,1.7143,0.8723
2022-09-30,Friday,2022-10-02,<60,0,0,0.4286,0.0113
2022-09-30,Friday,2022-10-02,60-69,0,0,0.1429,0.0254
2022-09-30,Friday,2022-10-02,70-79,0,0,0.1429,0.038
2022-09-30,Friday,2022-10-02,80+,0,0,1.2857,0.6542
2022-09-29,Thursday,2022-10-02,<60,0,0,0.4286,0.0113
2022-09-29,Thursday,2022-10-02,60-69,0,0,0.2857,0.0509
2022-09-29,Thursday,2022-10-02,70-79,0,0,0.2857,0.076
2022-09-29,Thursday,2022-10-02,80+,2,1.0177,1.4286,0.7269
2022-09-28,Wednesday,2022-10-02,<60,1,0.0265,0.4286,0.0113
2022-09-28,Wednesday,2022-10-02,60-69,0,0,0.2857,0.0509
2022-09-28,Wednesday,2022-10-02,70-79,1,0.2659,0.2857,0.076
2022-09-28,Wednesday,2022-10-02,80+,3,1.5265,1.4286,0.7269
2022-09-27,Tuesday,2022-10-02,<60,1,0.0265,0.2857,0.0076
2022-09-27,Tuesday,2022-10-02,60-69,1,0.1781,0.2857,0.0509
2022-09-27,Tuesday,2022-10-02,70-79,0,0,0.4286,0.1139
2022-09-27,Tuesday,2022-10-02,80+,0,0,1.5714,0.7996
2022-09-26,Monday,2022-10-02,<60,1,0.0265,0.2857,0.0076
2022-09-26,Monday,2022-10-02,60-69,0,0,0.1429,0.0254
2022-09-26,Monday,2022-10-02,70-79,0,0,0.8571,0.2279
2022-09-26,Monday,2022-10-02,80+,1,0.5088,2.1429,1.0904
2022-09-25,Sunday,2022-09-25,<60,0,0,0.1429,0.0038
2022-09-25,Sunday,2022-09-25,60-69,0,0,0.2857,0.0509
2022-09-25,Sunday,2022-09-25,70-79,0,0,0.8571,0.2279
2022-09-25,Sunday,2022-09-25,80+,1,0.5088,2.2857,1.1631
2022-09-24,Saturday,2022-09-25,<60,0,0,0.1429,0.0038
2022-09-24,Saturday,2022-09-25,60-69,0,0,0.2857,0.0509
2022-09-24,Saturday,2022-09-25,70-79,0,0,0.8571,0.2279
2022-09-24,Saturday,2022-09-25,80+,2,1.0177,2.2857,1.1631
2022-09-23,Friday,2022-09-25,<60,0,0,0.1429,0.0038
2022-09-23,Friday,2022-09-25,60-69,1,0.1781,0.2857,0.0509
